TOLIMA;PURIFICACION;CARCEL MUNICIPAL;CALLE 1 No. 1A - 80 EL PLAN
TOLIMA;PURIFICACION;CHENCHE ASOLEADO;INSTITUCION EDUCATIVA
TOLIMA;PURIFICACION;CAIRO SOCORRO;INSTITUCION EDUCATIVA
TOLIMA;PURIFICACION;TIGRE Y CONSUELO;INSTITUCION EDUCATIVA
TOLIMA;PURIFICACION;LOZANIA;INSTITUCION EDUCATIVA
TOLIMA;PURIFICACION;PEÑONES ALTOS;COLEGIO SAN JORGE
TOLIMA;PURIFICACION;VILLA ESPERANZA;PUESTO DE SALUD
TOLIMA;RIOBLANCO;PUESTO CABECERA MUNICIPAL;INST.GENERAL SANTANDER 
TOLIMA;RIOBLANCO;HERRERA;RURAL
TOLIMA;RIOBLANCO;GAITAN;RURAL
TOLIMA;RIOBLANCO;LA LINDOSA;RURAL
TOLIMA;RIOBLANCO;MARACAIBO;RURAL
TOLIMA;RIOBLANCO;PUERTO SALDAÑA;RURAL
TOLIMA;RIOBLANCO;LAS JUNTAS;RURAL
TOLIMA;RIOBLANCO;LA ALBANIA;RURAL
TOLIMA;RIOBLANCO;URIBE;RURAL
TOLIMA;RONCESVALLES;PUESTO CABECERA MUNICIPAL;INST.  LA VOZ DE LA TIERRA
TOLIMA;RONCESVALLES;SANTA ELENA;RURAL
TOLIMA;RONCESVALLES;EL CEDRO;RURAL
TOLIMA;ROVIRA;PUESTO CABECERA MUNICIPAL;RURAL
TOLIMA;ROVIRA;EL CORAZON;RURAL
TOLIMA;ROVIRA;GUADUALITO;RURAL
TOLIMA;ROVIRA;HERVIDERO;RURAL
TOLIMA;ROVIRA;LA FLORIDA;RURAL
TOLIMA;ROVIRA;LOS ANDES;RURAL
TOLIMA;ROVIRA;LA LUISA;RURAL
TOLIMA;ROVIRA;LA LIBERTAD;RURAL
TOLIMA;ROVIRA;LA ESPERANZA;RURAL
TOLIMA;ROVIRA;RIOMANSO;RURAL
TOLIMA;ROVIRA;SAN PEDRO;RURAL
TOLIMA;ROVIRA;LA OSERA;RURAL
TOLIMA;ROVIRA;LA CHAPA;RURAL
TOLIMA;ROVIRA;SAN ROQUE;RURAL
TOLIMA;ROVIRA;SAN VICENTE GUADUAL;RURAL
TOLIMA;ROVIRA;LA SELVA;RURAL
TOLIMA;SALDAÑA;PUESTO CABECERA MUNICIPAL;INST.ROBERTO LEIVA
TOLIMA;SALDAÑA;PAPAGALA;INSTITUCION EDUCATIVA
TOLIMA;SAN ANTONIO;PUESTO CABECERA MUNICIPAL;INST.JOSE MARIA CARBONELL
